gene_id gene_name pvalue
ENSG00000000003 TSPAN6 1
ENSG00000000419 DPM1 0.4852171512571741
ENSG00000000457 SCYL3 0.014009031880934013
ENSG00000000460 C1orf112 0.2303358787853062
ENSG00000000938 FGR 1
ENSG00000000971 CFH 0.12594163576491807
ENSG00000001036 FUCA2 1
ENSG00000001084 GCLC 0.23917047424562435
ENSG00000001167 NFYA 0.5805836394013353
ENSG00000001460 STPG1 0.5683730328710287
ENSG00000001461 NIPAL3 0.25514194792904227
ENSG00000001497 LAS1L 0.0733971270125417
ENSG00000001561 ENPP4 0.43697368001793907
ENSG00000001617 SEMA3F 1
ENSG00000001626 CFTR 0.4004440082324915
ENSG00000001629 ANKIB1 1
ENSG00000001630 CYP51A1 1
ENSG00000001631 KRIT1 1
ENSG00000002016 RAD52 1
ENSG00000002079 MYH16 1
ENSG00000002330 BAD 0.7016393110453815
ENSG00000002549 LAP3 1
ENSG00000002586 CD99 1
ENSG00000002587 HS3ST1 0.39383715996074276
ENSG00000002745 WNT16 1
ENSG00000002746 HECW1 1
ENSG00000002822 MAD1L1 0.18842571331863364
ENSG00000002834 LASP1 0.07736670725324603
ENSG00000002919 SNX11 1
ENSG00000002933 TMEM176A 1
ENSG00000003056 M6PR 1
ENSG00000003096 KLHL13 0.37396008432644556
ENSG00000003137 CYP26B1 1
ENSG00000003147 ICA1 0.3467640260613071
ENSG00000003249 DBNDD1 0.42069421650473227
ENSG00000003393 ALS2 0.8367909465171889
ENSG00000003400 CASP10 0.47413013946518134
ENSG00000003402 CFLAR 0.7715486603134307
ENSG00000003436 TFPI 0.45389095390029016
ENSG00000003509 NDUFAF7 1
ENSG00000003756 RBM5 0.11862598521996516
ENSG00000003987 MTMR7 0.2881897353695552
ENSG00000003989 SLC7A2 1
ENSG00000004059 ARF5 0.6355288605787885
ENSG00000004139 SARM1 0.22232441622234034
ENSG00000004142 POLDIP2 0.3704105727532129
ENSG00000004399 PLXND1 0.08821736999205812
ENSG00000004455 AK2 1
ENSG00000004468 CD38 1
ENSG00000004478 FKBP4 1
ENSG00000004487 KDM1A 0.740032822220574
ENSG00000004534 RBM6 0.7407479081373594
ENSG00000004660 CAMKK1 1
ENSG00000004700 RECQL 0.6837316787603971
ENSG00000004766 CCDC132 0.8265735901732524
ENSG00000004776 HSPB6 1
ENSG00000004777 ARHGAP33 0.017615162029792276
ENSG00000004779 NDUFAB1 1
ENSG00000004799 PDK4 1
ENSG00000004838 ZMYND10 0.485226170071714
ENSG00000004848 ARX 1
ENSG00000004864 SLC25A13 1
ENSG00000004866 ST7 0.022404623583470628
ENSG00000004897 CDC27 0.48446353395186575
ENSG00000004961 HCCS 1
ENSG00000004975 DVL2 0.4266806374262994
ENSG00000005007 UPF1 0.5601627342159861
ENSG00000005020 SKAP2 1
ENSG00000005022 SLC25A5 1
ENSG00000005059 CCDC109B 0.05025354456514029
ENSG00000005075 POLR2J 1
ENSG00000005100 DHX33 0.23600336852934323
ENSG00000005108 THSD7A 1
ENSG00000005156 LIG3 0.41842271758473115
ENSG00000005175 RPAP3 0.2562166940220631
ENSG00000005189 AC004381.6 0.5387208174460306
ENSG00000005194 CIAPIN1 1
ENSG00000005206 SPPL2B 0.21686357130222275
ENSG00000005238 FAM214B 0.014026261159497212
ENSG00000005243 COPZ2 1
ENSG00000005249 PRKAR2B 1
ENSG00000005302 MSL3 0.29479323344242914
ENSG00000005339 CREBBP 0.22861251735304866
ENSG00000005379 BZRAP1 0.2086996932459485
ENSG00000005381 MPO 1
ENSG00000005421 PON1 0.4195710437685652
ENSG00000005436 GCFC2 0.4004498775243979
ENSG00000005448 WDR54 1
ENSG00000005469 CROT 0.785829684656058
ENSG00000005471 ABCB4 0.6273840619419065
ENSG00000005483 MLL5 0.6020347736655929
ENSG00000005486 RHBDD2 1
ENSG00000005513 SOX8 0.10620273815419343
ENSG00000005700 IBTK 0.07082787308219596
ENSG00000005801 ZNF195 0.5456476251666287
ENSG00000005810 MYCBP2 1
ENSG00000005812 FBXL3 0.35541508150068557
ENSG00000005844 ITGAL 1
ENSG00000005882 PDK2 0.9735557926425988
ENSG00000005884 ITGA3 0.6543547441930497
ENSG00000005889 ZFX 0.27381064878807576
ENSG00000005893 LAMP2 1
ENSG00000005955 GGNBP2 1
ENSG00000005961 ITGA2B 1
ENSG00000005981 ASB4 0.30922453624062085
ENSG00000006007 GDE1 0.6556866533013364
ENSG00000006015 C19orf60 0.14339899774461667
ENSG00000006016 CRLF1 0.023807071332530242
ENSG00000006025 OSBPL7 0.1789599346472449
ENSG00000006042 TMEM98 1
ENSG00000006047 YBX2 0.6244543894352493
ENSG00000006062 MAP3K14 0.7718598379377144
ENSG00000006071 ABCC8 1
ENSG00000006114 SYNRG 0.2760247958533193
ENSG00000006116 CACNG3 1
ENSG00000006118 TMEM132A 1
ENSG00000006125 AP2B1 1
ENSG00000006128 TAC1 1
ENSG00000006194 ZNF263 1
ENSG00000006210 CX3CL1 0.6694799405746585
ENSG00000006282 SPATA20 0.5063137286358539
ENSG00000006283 CACNA1G 0.2647379641803438
ENSG00000006327 TNFRSF12A NA
ENSG00000006377 DLX6 1
ENSG00000006432 MAP3K9 1
ENSG00000006451 RALA 0.8543061443699911
ENSG00000006453 BAIAP2L1 0.0827767951853743
ENSG00000006459 JHDM1D 0.5910649580372829
ENSG00000006468 ETV1 1
ENSG00000006530 AGK 0.6338922129035558
ENSG00000006534 ALDH3B1 0.3496387156972727
ENSG00000006576 PHTF2 0.7520197848551231
ENSG00000006607 FARP2 0.6849414268866892
ENSG00000006611 USH1C 1
ENSG00000006625 GGCT 0.7205917066167272
ENSG00000006634 DBF4 0.6886720559056622
ENSG00000006652 IFRD1 0.13237860654011815
ENSG00000006695 COX10 0.9488168735580687
ENSG00000006704 GTF2IRD1 0.6441142515061503
ENSG00000006712 PAF1 0.45369612086262834
ENSG00000006715 VPS41 0.911293427675182
ENSG00000006740 ARHGAP44 0.4351543576072178
ENSG00000006744 ELAC2 0.04936848680355514
ENSG00000006747 SCIN 1
ENSG00000006756 ARSD 1
ENSG00000006757 PNPLA4 1
ENSG00000006831 ADIPOR2 1
ENSG00000006837 CDKL3 0.7279035057359093
ENSG00000007001 UPP2 0.09431597544953758
ENSG00000007047 MARK4 0.29863599524703704
ENSG00000007062 PROM1 0.8317216282871059
ENSG00000007080 CCDC124 0.44390629138009263
ENSG00000007129 CEACAM21 1
ENSG00000007168 PAFAH1B1 1
ENSG00000007171 NOS2 1
ENSG00000007174 DNAH9 0.2164698509400845
ENSG00000007202 KIAA0100 0.19117843345462043
ENSG00000007237 GAS7 1
ENSG00000007255 TRAPPC6A 1
ENSG00000007264 MATK 0.9240353499835245
ENSG00000007341 ST7L 0.450946279802029
ENSG00000007372 PAX6 0.8771673482436709
ENSG00000007376 RPUSD1 0.032772662837677755
