Astro	Exc	Inh	Micro	Oligo	OPC
ENSG00000000003.10	0.958956343949676	0.881168312675824	0.749890993040308	0.131370895782413	0.385362213028625	0.988323111086176
ENSG00000000419.8	0.653801178717632	0.778678814919175	0.870523223644855	0.937284573247961	0.771412845422663	0.7818391866005
ENSG00000000457.9	0.825769707315551	0.983274874391095	0.602103268712438	0.571369811291651	0.880298852710346	0.682382645591547
ENSG00000000460.12	0.432228342183924	0.237123745111953	0.365864683005472	0.404314072939864	0.553439987946453	0.881056303607209
ENSG00000000938.8	0.979007925057757	0.713758988395203	0.963906148968552	0.301824463490363	0.272337919352913	0.668553163157155
ENSG00000000971.11	0.399111576294391	0.643603433964342	0.870593536991136	0.338668322634583	0.00840901184998477	0.497385586440648
ENSG00000001036.9	0.564890053111048	0.816809309238367	0.905704010215488	0.415527667826635	0.757925904660562	0.571779320790325
ENSG00000001084.6	0.801387477356867	0.826058801595762	0.890648952034655	0.121905004487437	0.127284271665234	0.997578320933708
ENSG00000001167.10	0.920091843309961	0.708173977588171	0.766013146085411	0.529041919289613	0.754410607541669	0.935550633862435
ENSG00000001460.13	0.230955269245932	0.146618293972615	0.0302994606111036	0.0177370619581572	0.0223319571073412	0.376421315490998
ENSG00000001461.12	0.426066108869622	0.460610495751793	0.712249501860793	0.0497665767204563	0.40211566249938	0.547202302362564
ENSG00000001497.12	0.282699775671946	0.310674815220802	0.194353081803604	0.639888777342445	0.957892051416255	0.209436928679596
ENSG00000001561.6	0.78303358070261	0.963632524994524	0.171528414827852	0.248991202370791	0.787773451345705	0.0866514668773962
ENSG00000001617.7	0.492128377486984	0.723845440739132	0.662399563490807	0.652533698337797	0.97270394645997	0.515555086525307
ENSG00000001626.10	0.898843105417556	0.660979656694598	0.621104444143713	0.757170860822635	0.951837569939699	0.9456169576655
ENSG00000001629.5	0.65501948989158	0.727513758699952	0.938245147079257	0.508335387206616	0.788854263965408	0.884643856778145
ENSG00000001630.11	0.836359773640194	0.426433536614364	0.396335351972431	0.491506379091837	0.562827344480902	0.691611282153725
ENSG00000001631.10	0.662597782156496	0.924845728715455	0.769384268629261	0.75656054238274	0.79627432647232	0.604595287610706
ENSG00000002016.12	0.955151865579185	0.777926757783564	0.901492310917962	0.0553709987133115	0.78839873874583	0.267740010638896
ENSG00000002330.9	0.608484718366841	0.0829242021601098	0.80489334610416	0.374633611809852	0.0871959379017207	0.0804298885248164
ENSG00000002549.8	0.209232572823795	0.447627122614592	0.813081990818453	0.656471032589273	0.191382350965336	0.730553451223481
ENSG00000002586.13	0.71293049934962	0.305841231802196	0.107819953505689	0.992368025766234	0.124644429977879	0.210101215709992
ENSG00000002587.5	0.986899725435886	0.783684291558488	0.559391034165162	0.256235784960129	0.445462223033928	0.448582853872647
ENSG00000002745.8	0.396727464102371	0.330991545901665	0.576841936032706	0.959536111687782	0.778669883916526	0.982779953527471
ENSG00000002746.10	0.981203868510174	0.0184744243954578	0.105433793615521	0.161416123683987	0.887687789500738	0.983258364801708
ENSG00000002822.11	0.308084360216595	0.522014972331497	0.758989220389657	0.549018118209641	0.375041871916781	0.118199419550074
ENSG00000002834.13	0.701219077631825	0.960549315147371	0.779690586479577	0.648658824694576	0.0413596311377622	0.45252170381997
ENSG00000002919.10	0.547972375536191	0.967320060510794	0.910985289232644	0.256745837840384	0.439915234002686	0.986997404107854
ENSG00000002933.3	0.464436856833342	0.93130459933313	0.947817561195638	0.360226833669329	0.0767370510157766	0.657050626918007
ENSG00000003056.3	0.969867899712655	0.631955226126965	0.316059651162889	0.140983699364297	0.676826873497502	0.333121345594289
ENSG00000003096.9	0.559294986692327	0.277197588219692	0.0647892302708666	0.0324445601246416	0.615650068991598	0.0938540579897714
ENSG00000003137.4	0.897490084191547	0.0399966950875209	0.130383450675021	0.0434060585863037	0.284849620405494	0.400498912886705
ENSG00000003147.13	0.340546502217853	0.764980624037374	0.677011279549939	0.614029007155985	0.959282769789438	0.32278161537513
