baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	118.040464540113	0.148296166215343	0.0591648237931732	2.50649214698506	0.0121935766285358	0.187439808451893
ENSG00000000419.8	286.319352325246	0.0390585147195754	0.0611537568634712	0.638693626080496	0.523022260014469	0.791103168472672
ENSG00000000457.9	344.111748451476	-0.0508950311922951	0.056825859883692	-0.895631518756851	0.370449596204041	0.690295548067977
ENSG00000000460.12	87.4986060135479	0.0344546304656984	0.0736967632622794	0.467518910472062	0.640128665708275	0.857110031538089
ENSG00000000938.8	60.5675833942488	-0.296047799831631	0.126104016477709	-2.34764766500488	0.0188923828969531	0.215547495321806
ENSG00000000971.11	313.851435562518	-0.0225548469466965	0.174379970540322	-0.129343105614765	0.897086164528679	0.967787282165603
ENSG00000001036.9	216.918584571099	0.0382605137653837	0.045589293874089	0.839243394974567	0.401332740387068	0.714453372638758
ENSG00000001084.6	925.75898894623	0.0593311371104368	0.0381791968832255	1.55401742189356	0.120180260995676	0.444318228319506
ENSG00000001167.10	696.172013599271	0.0521413093779029	0.0368387019236864	1.415394860707	0.156952755624782	0.493377963828669
ENSG00000001460.13	304.110483189246	0.0568886947950481	0.0442031002810601	1.28698427108796	0.198099770494615	0.54001423612612
ENSG00000001461.12	3437.17229397875	0.0378757974552931	0.0425750327257391	0.889624623409744	0.373667480005802	0.692933265916826
ENSG00000001497.12	502.324482888971	-0.117729926989263	0.0661560635023958	-1.77957878320556	0.0751449210108085	0.367393047902303
ENSG00000001561.6	1566.30446432264	0.0800002773477598	0.0589349907315717	1.35743259402777	0.174643797607535	0.513125003553484
ENSG00000001617.7	65.1379829126577	-0.0203030129184106	0.109605411662263	-0.185237321866663	0.853042896985309	0.949313239187471
ENSG00000001626.10	33.024043936305	0.0592012013444432	0.123435495421106	0.479612457846714	0.631502986341039	0.853147142150623
ENSG00000001629.5	2751.45751289063	0.0668528240574739	0.0383225208135646	1.74447877222656	0.0810756397990204	0.379874348512355
ENSG00000001630.11	2717.83708450582	-0.00343634651441857	0.0738790144263471	-0.0465131612962216	0.962901244243012	0.990821512475906
ENSG00000001631.10	1114.90460382595	0.0860819217759067	0.0476871355627532	1.80513928463219	0.071052889007411	0.358271344271066
ENSG00000002016.12	240.559153974986	0.00883509948249878	0.0791547525993136	0.111618054410739	0.911126256129494	0.972670588480362
ENSG00000002330.9	754.755982257432	-0.0561758334000014	0.0543701109227705	-1.03321167543314	0.301504850226616	0.632417927103229
ENSG00000002549.8	787.635930472691	0.0229167456613887	0.0702001156037327	0.326448830807482	0.744084797577233	0.904910113659997
ENSG00000002586.13	133.962649726789	0.0932742467509197	0.118239085890861	0.788861365496478	0.430193038508092	0.73403598401252
ENSG00000002587.5	201.341005020681	0.0162140094816516	0.0882029698773305	0.18382611724074	0.854149866676048	0.949545891788401
ENSG00000002745.8	43.8464242610022	0.116149151637573	0.12912472972884	0.899511285572363	0.368380387289813	0.688732381907361
ENSG00000002746.10	3292.55189014062	-0.118647527419235	0.0391608967391395	-3.02974490624093	0.00244760372173413	0.106964803279901
ENSG00000002822.11	524.165004560927	-0.0913169040315393	0.0489148388284378	-1.86685484852196	0.0619218605995325	0.339442962169502
ENSG00000002834.13	2098.10551576599	0.00888473803816589	0.0567310090935403	0.156611669352054	0.875550905226947	0.958556009744969
ENSG00000002919.10	296.587323026978	0.0331680340521111	0.0448130423693991	0.740142429489683	0.459213575722399	0.75004745322773
ENSG00000002933.3	61.847405805023	0.185277090495181	0.125900485962771	1.4716153720802	0.141124772095153	0.474194508776035
ENSG00000003056.3	1336.34630319213	0.0525154359413624	0.0379071381814327	1.38537063098804	0.165939166545574	0.502799810363669
ENSG00000003096.9	196.662217339886	0.210841269830844	0.0691105589834283	3.05078229625376	0.00228246004292144	0.103369001152354
