baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	209.040585742587	-0.0363721976227242	0.028594717554719	-1.27199009932944	0.20337663703289	0.83923751949081
ENSG00000000419	662.013774163891	0.024340931658634	0.0172594644442576	1.41029472480141	0.158452675530196	0.819168368526421
ENSG00000000457	260.667974605383	0.0144880301760115	0.0170798161975985	0.848254454755116	0.396296276450471	0.909093687359567
ENSG00000000460	222.907015364046	-0.0103568958323736	0.0176576579059587	-0.586538480218185	0.557513710494808	0.947247185861876
ENSG00000000938	64.3858509769285	-0.0661868841702343	0.0613129614586555	-1.0794925346228	0.280368219987619	0.868865387397094
ENSG00000000971	592.138449630477	-0.0567287960052053	0.0600866755371283	-0.944116070627869	0.345110337872724	0.889289273564746
ENSG00000001036	197.421588997215	-0.00418305353797312	0.0208522741553963	-0.2006041886271	0.841008082602119	0.987401604341278
ENSG00000001084	1086.50893281757	0.0330949139649554	0.0183130116760155	1.80718030165948	0.0707341712474228	0.770951660823015
ENSG00000001167	651.777993184489	0.0165963073430007	0.0144920652304006	1.1451996026202	0.252126482946014	0.853407330003026
ENSG00000001460	305.101227171518	-0.000762084492008003	0.0194467134259973	-0.0391883438251942	0.968740226779087	0.997828353695553
ENSG00000001461	2414.76117791122	0.0336065206752643	0.0197172519995136	1.7044221312429	0.0883022522255308	0.77919194214038
ENSG00000001497	392.672914063596	0.0125899033311642	0.0199949015339728	0.629655680462994	0.528919885212683	0.941347516199926
ENSG00000001561	2978.45806134385	-0.0205663789373059	0.0181352091244393	-1.1340579971361	0.256770220896941	0.855618765099897
ENSG00000001617	48.7281584138536	-0.0200664035921958	0.0502052553715467	-0.399687312487375	0.689386838127311	0.970443840420808
ENSG00000001626	52.5477790439569	-0.0217326336533531	0.0459051051647825	-0.473425201300398	0.635909853746124	0.963002902477529
ENSG00000001629	4199.7937542135	-0.017282728921406	0.0182363388264051	-0.947708259093196	0.343277995202017	0.888379887239109
ENSG00000001630	129.242974763598	0.0999661005181467	0.039643549376242	2.52162336851844	0.0116814705762297	0.673951964166048
ENSG00000001631	1789.8748336598	-0.0302268558299521	0.0124806611992625	-2.42189539058542	0.0154397944190748	0.703194679387064
ENSG00000002016	308.359677728189	-0.0126647806648888	0.0229137077547973	-0.552716339075994	0.580457663309736	0.95318583691348
ENSG00000002079	18.8659446012046	0.0269162542154537	0.0467214345041592	0.576100766192391	0.564547073603238	0.949098258643431
ENSG00000002330	144.19759870939	0.033795562336595	0.030299665316111	1.11537741371107	0.264688724164729	0.859741421796404
ENSG00000002549	1085.82780050389	0.0233897121105358	0.0390327022802914	0.599233738483584	0.549017027240223	0.945575920667547
ENSG00000002586	222.550946814755	0.044186784438185	0.0430887525257715	1.02548302858749	0.305135329261118	0.877015740443361
ENSG00000002587	149.494727973955	-0.00901645816560754	0.0263137726277066	-0.342651671167586	0.731860524698175	0.975147440446182
ENSG00000002745	51.5079947622923	0.037276461529383	0.0379152316334517	0.983152678315562	0.325532300966226	0.883646231806198
ENSG00000002746	2046.75600866222	0.0222909797567147	0.0235685071863117	0.945795148606655	0.3442530805081	0.888653135345568
ENSG00000002822	450.027842442191	0.0349204023093456	0.0188771437475315	1.849877437836	0.0643312164478926	0.767418284245486
ENSG00000002834	1034.79773354763	0.0139205556808921	0.0180991177586885	0.769128963438536	0.441816755681182	0.926165121296167
ENSG00000002919	381.344282013491	-0.00501633352952589	0.0215405931593803	-0.232878152073608	0.815856024181707	0.984969638862113
ENSG00000002933	71.3738540960335	-0.0308238966747214	0.0492915351495335	-0.625338541013429	0.531748889712849	0.941674529642505
ENSG00000003056	922.991428384037	0.0234159398165298	0.0177520805010855	1.31905326900122	0.187151304472295	0.83492478405718
ENSG00000003096	239.954283363444	0.0344665988036803	0.0233090079362181	1.47868149935825	0.139225459171067	0.809996310623611
ENSG00000003137	240.038537671675	0.0538741244703961	0.0399759010561997	1.34766504436405	0.177766139799346	0.828600068648924
ENSG00000003147	1596.34745568589	0.00555226714058854	0.0217844775597334	0.254872632376155	0.798821474551763	0.983250462743967
ENSG00000003249	370.400190776477	-0.0454258835079771	0.033509188486336	-1.35562469758109	0.175218609614295	0.828600068648924
ENSG00000003393	2314.51041217917	0.00886553546934674	0.0143923000094069	0.615991569349734	0.537900084016407	0.942432520992838
ENSG00000003400	80.6860110711404	-0.0573359365172773	0.0419061374594947	-1.36819902747411	0.171249785952719	0.82858019213928
ENSG00000003402	601.162267118156	-0.0265747282841331	0.0201698187786105	-1.31754918454274	0.187654605931726	0.83492478405718
ENSG00000003436	88.0970425762828	-0.0450023672180402	0.039423354499509	-1.14151542377249	0.25365549725302	0.853407330003026
ENSG00000003509	625.653212879915	0.0209037715802073	0.0145069914316969	1.44094464235595	0.149600322649948	0.817675816213643
ENSG00000003756	1884.93894180934	-0.0128449142610145	0.0129722662545734	-0.990182749023208	0.322084802906187	0.883646231806198
ENSG00000003987	1390.02161866819	0.0481259710761724	0.0182621505734717	2.63528497821511	0.00840666698526327	0.658483407598359
ENSG00000003989	1259.07004389631	-0.0354201478172338	0.0620423250579026	-0.570902972836319	0.568065415672666	0.949645487760684
ENSG00000004059	1098.88118846223	0.0465822139376685	0.0221887625300204	2.09936060538053	0.0357851246493241	0.7575623305258
ENSG00000004139	145.394703038788	0.00663291340451755	0.0197031950531632	0.336641513552528	0.736387157651513	0.975398749246222
ENSG00000004142	999.819379447224	0.00745014816327242	0.0119358770198565	0.624181042656384	0.53250869529009	0.941903560757336
ENSG00000004399	700.605325991323	0.00788841353547419	0.0227585966387707	0.346612476185627	0.728882471701359	0.97489312772358
ENSG00000004455	769.086569527026	0.00683087549075859	0.0174800700495997	0.390780784709441	0.695959279437048	0.971135960328237
ENSG00000004468	96.3746950815828	0.00881421962858523	0.0571941120154547	0.15411061240366	0.877522520757298	0.990236969848474
ENSG00000004478	2064.4569147844	0.0239537110176806	0.0337135893899434	0.710506103061986	0.477390347654951	0.933313115490068
ENSG00000004487	1860.62340896754	0.0017220809409996	0.0123089484479591	0.139904797577175	0.888735210655091	0.991328614000929
ENSG00000004534	1569.20055343699	-0.00183843534923135	0.0186711889968383	-0.0984637534086696	0.921564052649842	0.993568474781625
ENSG00000004660	2182.71625591566	0.0662723505976509	0.0238715240317372	2.77620944978384	0.00549967664086523	0.643206181343025
ENSG00000004700	498.122441567441	-0.0043674683607665	0.0170785193197495	-0.255728747849703	0.798160295512977	0.983250462743967
ENSG00000004766	3059.06373067993	-0.0191769100128342	0.0141393658704725	-1.35627793979656	0.175010751716895	0.828600068648924
ENSG00000004776	16.2535106750979	-0.00760326641566157	0.0645868210572678	-0.117721638736793	0.906288220765852	0.992113284421984
ENSG00000004777	240.870652149086	-0.035295795314441	0.0253341581944171	-1.39320971486707	0.163556382879126	0.822251532597646
ENSG00000004779	883.411691163203	-0.00448802137356382	0.0250348727869421	-0.17927078806267	0.857725083006794	0.988720554394534
ENSG00000004799	1477.65133136557	-0.0225001488406681	0.0566862144349913	-0.396924526799574	0.691423116989161	0.970443840420808
ENSG00000004838	25.406375122774	-0.0136163826983491	0.0385249424611408	-0.353443297471078	0.723756130986405	0.974242891380293
ENSG00000004848	87.9321020686055	0.0133853342238452	0.0315376187366826	0.424424378251366	0.671256344943741	0.967347051149546
ENSG00000004864	336.399674218648	-0.0072664255476898	0.0298234092083323	-0.243648386974473	0.80750314996428	0.984192877755792
ENSG00000004866	550.88680803262	0.016161702865844	0.0138701114039036	1.16521795645387	0.243930778944874	0.851624011646845
ENSG00000004897	3193.53998653117	0.0166813610795859	0.0102067185062421	1.63435104724247	0.102185160777807	0.79812500531705
ENSG00000004961	348.20184080087	0.0302382924511664	0.0164099942050653	1.84267538874772	0.0653764194606764	0.767418284245486
ENSG00000004975	241.444090720171	0.00304995899253788	0.0157669764251645	0.193439687502169	0.846614636216528	0.98743628563047
